0,0.12237,0.12296
1,0.12425,0.12430
2,0.12425,0.12430
3,0.12374,0.12379
4,0.12259,0.12297
5,0.12146,0.12203
6,0.12146,0.12203
7,0.11947,0.12049
8,0.11902,0.11994
9,0.11994,0.12074
10,0.11994,0.12074
11,0.11994,0.12074
12,0.12341,0.12430
13,0.12146,0.12249
14,0.12133,0.12244
15,0.12206,0.12340
16,0.12332,0.12437
17,0.12372,0.12477
18,0.12337,0.12438
19,0.12839,0.12809
20,0.12813,0.12797
21,0.12796,0.12780
22,0.12744,0.12769
23,0.12603,0.12671
24,0.12603,0.12671
25,0.12603,0.12671
26,0.13107,0.13177
27,0.12985,0.13134
28,0.12985,0.13134
29,0.12769,0.12972
30,0.12769,0.12972
31,0.12769,0.12972
32,0.12167,0.12567
33,0.12138,0.12541
34,0.12138,0.12541
35,0.12126,0.12524
36,0.12121,0.12396
37,0.11611,0.11885
38,0.11498,0.11774
39,0.11373,0.11661
40,0.11332,0.11615
41,0.11466,0.11698
42,0.11470,0.11722
43,0.11522,0.11783
44,0.11527,0.11806
45,0.11513,0.11783
46,0.11513,0.11783
47,0.11496,0.11766
48,0.11460,0.11735
49,0.13158,0.13317
50,0.11461,0.11717
51,0.11461,0.11717
52,0.11475,0.11732
53,0.11461,0.11717
54,0.11469,0.11731
55,0.11461,0.11717
56,0.11584,0.11807
57,0.11464,0.11719
58,0.11461,0.11717
59,0.11383,0.11656
60,0.11344,0.11617
61,0.11604,0.11990
62,0.11362,0.11613
63,0.12098,0.12618
64,0.11340,0.11610
65,0.11355,0.11636
66,0.11307,0.11599
67,0.11309,0.11602
68,0.11447,0.11775
69,0.11378,0.11657
70,0.11316,0.11624
71,0.11307,0.11599
72,0.11241,0.11537
73,0.11248,0.11556
74,0.11241,0.11537
75,0.11280,0.11568
76,0.11185,0.11477
77,0.11237,0.11452
78,0.11210,0.11499
79,0.11228,0.11509
80,0.11134,0.11479
81,0.11150,0.11483
82,0.11147,0.11482
83,0.11190,0.11489
84,0.11127,0.11492
85,0.11141,0.11465
86,0.11127,0.11492
87,0.11244,0.11558
88,0.11208,0.11471
89,0.11127,0.11492
90,0.11134,0.11505
91,0.11042,0.11487
92,0.10798,0.11251
93,0.10785,0.11238
94,0.10795,0.11250
95,0.10785,0.11238
96,0.10785,0.11238
97,0.10785,0.11238
98,0.10785,0.11238
99,0.10495,0.10791
100,0.11000,0.11248
101,0.10495,0.10791
102,0.10517,0.10747
103,0.10460,0.10758
104,0.10283,0.10657
105,0.10225,0.10567
106,0.10254,0.10520
107,0.10261,0.10623
108,0.10256,0.10598
109,0.10979,0.11021
110,0.10462,0.10760
111,0.10262,0.10596
112,0.10479,0.10694
113,0.10226,0.10568
114,0.10651,0.10943
115,0.10207,0.10565
116,0.10234,0.10603
117,0.10214,0.10585
118,0.10010,0.10487
119,0.09815,0.10244
120,0.09834,0.10264
121,0.09774,0.10256
122,0.09763,0.10253
123,0.09896,0.10358
124,0.09755,0.10140
125,0.09755,0.10140
126,0.09394,0.09798
127,0.09293,0.09730
128,0.09316,0.09752
129,0.09136,0.09581
130,0.09064,0.09503
131,0.09029,0.09474
132,0.09038,0.09479
133,0.09022,0.09535
134,0.09022,0.09535
135,0.09024,0.09539
136,0.09013,0.09514
137,0.08936,0.09452
138,0.09036,0.09508
139,0.09081,0.09633
140,0.08928,0.09458
141,0.08979,0.09515
142,0.08781,0.09355
143,0.08781,0.09355
144,0.08781,0.09355
145,0.08420,0.08995
146,0.08217,0.08746
147,0.08299,0.08761
148,0.08245,0.08773
149,0.08241,0.08768
150,0.08219,0.08708
151,0.08287,0.08815
152,0.08101,0.08630
153,0.08033,0.08554
154,0.08060,0.08593
155,0.08029,0.08553
156,0.08110,0.08711
157,0.08029,0.08553
158,0.08551,0.09014
159,0.08030,0.08534
160,0.08078,0.08597
161,0.08191,0.08706
