0,0.14326,0.14281
1,0.12932,0.12865
2,0.17138,0.16806
3,0.12048,0.12134
4,0.14964,0.15183
5,0.11432,0.11555
6,0.10772,0.10533
7,0.09818,0.09901
8,0.11693,0.11762
9,0.11806,0.11811
10,0.13144,0.13921
11,0.14759,0.14863
12,0.10474,0.10319
13,0.10624,0.10723
14,0.13471,0.13354
15,0.13689,0.13351
16,0.12838,0.12390
17,0.11808,0.11607
18,0.11980,0.12356
19,0.14561,0.15244
20,0.11425,0.11637
21,0.14287,0.13510
22,0.12651,0.11683
23,0.18644,0.17543
24,0.12962,0.12651
25,0.12267,0.12519
26,0.12155,0.12225
27,0.11792,0.12028
28,0.10144,0.10099
29,0.12498,0.13319
30,0.12302,0.11896
31,0.12256,0.12802
32,0.12593,0.12603
33,0.10642,0.10888
34,0.10553,0.11164
35,0.11538,0.10913
36,0.14228,0.14108
37,0.10586,0.10482
38,0.09826,0.10103
39,0.10994,0.10984
40,0.10740,0.10813
41,0.12270,0.12338
42,0.11430,0.11411
43,0.10149,0.10203
44,0.12993,0.12501
45,0.09690,0.09919
46,0.11901,0.11708
47,0.08904,0.08840
48,0.10815,0.10599
49,0.12012,0.11941
50,0.12111,0.12161
51,0.10314,0.10602
52,0.09295,0.09248
53,0.09966,0.09585
54,0.11847,0.11716
55,0.09147,0.08549
56,0.11441,0.11390
57,0.10505,0.11137
58,0.08951,0.08886
59,0.11501,0.11942
60,0.09104,0.08984
61,0.11022,0.10970
62,0.10732,0.10631
63,0.10107,0.09984
64,0.10672,0.10819
65,0.09956,0.10067
66,0.08906,0.08562
67,0.11407,0.11516
68,0.10254,0.10347
69,0.08533,0.08329
70,0.07523,0.07358
71,0.07901,0.07703
72,0.09964,0.09216
73,0.07269,0.07324
74,0.07962,0.07693
75,0.08740,0.08270
76,0.09520,0.09277
77,0.08619,0.08579
78,0.10417,0.09995
79,0.08832,0.08100
80,0.06946,0.06610
81,0.08580,0.08676
82,0.13131,0.13363
83,0.09512,0.09620
84,0.07522,0.07407
85,0.08120,0.08176
86,0.07612,0.07771
87,0.09652,0.09628
88,0.09785,0.09542
89,0.09984,0.09935
90,0.08074,0.08027
91,0.07727,0.07857
92,0.07654,0.07617
93,0.06416,0.06083
94,0.09021,0.09036
95,0.07313,0.07617
96,0.07603,0.07514
97,0.06747,0.06561
98,0.07625,0.07590
99,0.07748,0.07637
100,0.05835,0.06012
101,0.06394,0.06421
102,0.07344,0.07140
103,0.07266,0.07298
104,0.06310,0.06504
105,0.07402,0.07234
106,0.05549,0.05476
107,0.05588,0.05966
108,0.05553,0.05478
109,0.07303,0.07714
110,0.06182,0.06198
111,0.05571,0.05505
112,0.06867,0.07164
113,0.09434,0.09344
114,0.06412,0.06449
115,0.04480,0.04298
116,0.07175,0.07265
117,0.05993,0.05758
118,0.05723,0.05694
119,0.05812,0.05847
120,0.06439,0.06177
121,0.06470,0.06986
122,0.04916,0.05324
123,0.06493,0.07011
124,0.04346,0.04680
125,0.04967,0.04856
126,0.04425,0.04259
127,0.03687,0.03582
128,0.04623,0.04819
129,0.05158,0.05466
130,0.04189,0.04477
131,0.05128,0.04915
132,0.04759,0.05193
133,0.05025,0.04751
134,0.04709,0.04974
135,0.04407,0.04692
136,0.04489,0.04884
137,0.04343,0.04523
138,0.04808,0.04823
139,0.03995,0.04415
140,0.03637,0.03985
141,0.04469,0.05150
142,0.04281,0.04491
143,0.03997,0.04419
144,0.05271,0.05317
145,0.04673,0.04878
146,0.03692,0.04182
147,0.04771,0.05197
148,0.04270,0.04536
149,0.04399,0.04506
150,0.04551,0.04545
151,0.05666,0.06474
152,0.03972,0.04426
153,0.04211,0.04244
154,0.04610,0.04518
155,0.04307,0.04372
156,0.03851,0.04137
157,0.04216,0.04656
158,0.04534,0.05095
159,0.04095,0.03814
160,0.04385,0.04547
161,0.03894,0.04099
162,0.05077,0.04632
163,0.05261,0.04797
164,0.03866,0.03728
165,0.03500,0.03773
166,0.04306,0.04713
167,0.04690,0.05311
168,0.04323,0.04669
169,0.03997,0.04175
170,0.04302,0.04557
171,0.03819,0.04462
172,0.03605,0.03447
173,0.03492,0.03665
174,0.03678,0.03905
175,0.04156,0.04334
176,0.04866,0.04850
177,0.03673,0.03669
178,0.03915,0.03762
179,0.04592,0.04761
180,0.03984,0.04533
181,0.04836,0.04809
182,0.03458,0.03993
183,0.03851,0.04263
184,0.04174,0.04494
