0,66.63259,15.27454
1,79.16874,21.31938
2,66.75232,15.30470
3,66.50897,15.15038
4,66.07951,13.63209
5,63.30133,14.38495
6,71.60052,15.73757
7,65.18923,14.95058
8,68.77007,16.63303
9,51.45954,11.45556
10,74.79048,20.63897
11,66.30088,13.94049
12,67.73523,16.67487
13,63.25911,16.69537
14,58.83129,14.09691
15,63.85143,14.59384
16,53.20343,11.50180
17,66.78741,13.89267
18,51.95385,13.16407
19,64.45622,15.61364
20,66.46890,15.43427
21,75.43246,18.80211
22,55.14665,12.91116
23,72.50830,14.82175
24,53.65720,11.38744
25,47.37620,10.77783
26,62.54768,14.25666
27,62.98610,14.29786
28,50.72377,11.08452
29,72.25555,18.58511
30,59.01448,14.83340
31,48.56355,11.21973
32,64.69198,16.15907
33,62.13462,14.58095
34,54.52553,12.23494
35,55.11955,12.14913
36,58.86485,13.68781
37,55.53419,14.24398
38,65.56131,14.57921
39,57.95800,12.01619
40,66.68998,13.99759
41,51.29314,12.24044
42,56.89424,13.43188
43,55.29789,12.42418
44,65.69525,17.00184
45,61.34044,14.47069
46,61.70661,15.37148
47,77.00233,21.25020
48,55.10757,13.28931
49,61.53090,12.56017
50,55.35843,12.69736
51,51.89642,12.28426
52,66.17742,15.38628
53,60.29523,13.97431
54,63.59039,13.78078
55,65.97494,16.95306
56,52.82836,12.29493
57,59.96052,13.40516
58,47.04568,10.58276
59,45.64987,10.76609
60,58.26952,15.29125
61,64.34568,13.29636
62,72.81803,18.98994
63,49.28556,10.62285
64,56.07663,11.93665
65,44.69067,10.12277
66,63.55233,12.72467
67,42.20406,8.95438
68,53.45361,12.15819
69,39.24055,8.15852
70,40.07457,8.92679
71,35.59723,8.00593
72,50.15776,11.44641
73,42.14352,9.39602
74,41.89619,10.63256
75,47.26759,10.15295
76,38.81519,8.81798
77,37.06492,8.09902
78,57.40878,12.66614
79,53.57788,11.48103
80,51.42406,13.48489
81,36.04430,7.33849
82,36.98126,8.05878
83,44.96797,10.52142
84,43.98519,9.67771
85,62.74483,14.10972
86,39.66360,8.50253
87,39.32458,7.61803
88,41.97706,10.16463
89,37.53942,8.69209
90,32.20434,6.90988
91,28.63466,6.77620
92,30.70370,7.46029
93,33.67108,7.53620
